Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.38,0,1.0479836861091828562496638524,1.04798368610918,1.02287810400514,1.04798368610918,1.02287810400514,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,104973400
0.39,0,1.0459441300175962341416693783,1.0459441300176,1.02083854791355,1.0459441300176,1.02083854791355,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,107735800
0.40,0,1.0439561206405903220964772237,1.04395612064059,1.01885053853655,1.04395612064059,1.01885053853655,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,110498300
0.41,0,1.0420184008658447219767675180,1.04201840086584,1.0169128187618,1.04201840086584,1.0169128187618,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,113260800
0.42,0,1.0401291782613435722133570882,1.04012917826134,1.0150235961573,1.04012917826134,1.0150235961573,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,116023200
0.43,0,1.0382868136615246103942063199,1.03828681366152,1.01318123155748,1.03828681366152,1.01318123155748,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,118785700
0.44,0,1.0364899611316523094206796502,1.03648996113165,1.01138437902761,1.03648996113165,1.01138437902761,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,121548100
0.45,0,1.0347371506788335491774429681,1.03473715067883,1.00963156857479,1.03473715067883,1.00963156857479,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,124310600
0.46,0,1.0330269152106727400541602377,1.03302691521067,1.00792133310663,1.03302691521067,1.00792133310663,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,127073000
0.47,0,1.0313578772615956144036327000,1.0313578772616,1.00625229515755,1.0313578772616,1.00625229515755,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,129835500
0.48,0,1.0297286920799352786249992442,1.02972869207994,1.00462310997589,1.02972869207994,1.00462310997589,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,132598000
0.49,0,1.0281382257297915120223548746,1.02813822572979,1.00303264362575,1.02813822572979,1.00303264362575,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,135360400
0.50,0,1.0265852282250016859460542437,1.026585228225,1.00147964612096,1.026585228225,1.00147964612096,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,138122900
0.51,0,1.0250685212721881134558011379,1.02506852127219,0.999962939168145,1.02506852127219,0.999962939168145,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,140885300
0.52,0,1.0235869213517348597873083075,1.02358692135173,0.998481339247692,1.02358692135173,0.998481339247692,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,143647800
0.53,0,1.0221395338765706828978358280,1.02213953387657,0.997033951772528,1.02213953387657,0.997033951772528,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,146410200
0.54,0,1.0207250591244621721860636541,1.02072505912446,0.995619477020419,1.02072505912446,0.995619477020419,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,149172700
0.55,0,1.0193425619707195852686481431,1.01934256197072,0.994236979866676,1.01934256197072,0.994236979866676,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,151935200
0.56,0,1.0179913164613289205468395927,1.01799131646133,0.992885734357286,1.01799131646133,0.992885734357286,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,154697600
0.57,0,1.0166700729334977284977268365,1.0166700729335,0.991564490829455,1.0166700729335,0.991564490829455,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,157460100
0.58,0,1.0153782504796450879930366387,1.01537825047965,0.990272668375602,1.01537825047965,0.990272668375602,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,160222500
0.59,0,1.0141148733525084818523547000,1.01411487335251,0.98849843924714,1.01411487335251,0.98849843924714,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,162985000
0.60,0,1.0128789755117025966045702594,1.0128789755117,0.986751689405008,1.0128789755117,0.986751689405008,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,165747500
0.61,0,1.0127312885087304909128771450,1.01273128850873,0.986093150400711,1.01273128850873,0.986093150400711,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,168509900
0.62,0,1.0125691012050214019801958582,1.01256910120502,0.985420111095676,1.01256910120502,0.985420111095676,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,171272400
0.63,0,1.0124300029758442457213765942,1.01243000297584,0.984770160865174,1.01243000297584,0.984770160865174,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,174034800
0.64,0,1.0123130767427780439483135811,1.01231307674278,0.984142382630781,1.01231307674278,0.984142382630781,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,176797300
0.65,0,1.0122179304552879648879243508,1.01221793045529,0.983536384341966,1.01221793045529,0.983536384341966,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,179559700
0.66,0,1.0121435891497185868179103588,1.01214358914972,0.982951191035071,1.01214358914972,0.982951191035071,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,182322200
0.67,0,1.0120896447261444795447970109,1.01208964472614,0.982386394610171,1.01208964472614,0.982386394610171,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,185084700
0.68,0,1.0120556053456408658604413229,1.01205560534564,0.981841503228342,1.01205560534564,0.981841503228342,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,187847100
0.69,0,1.0120406100585504383260545461,1.01204061005855,0.981315655939926,1.01204061005855,0.981315655939926,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,190609600
0.70,0,1.0120444104261640331700013890,1.01204441042616,0.980808604306214,1.01204441042616,0.980808604306214,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,193372000
0.71,0,1.0120662674057518829470753895,1.01206626740575,0.980319609284476,1.01206626740575,0.980319609284476,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,196134500
0.72,0,1.0121057549457605989425005243,1.01210575494576,0.979848244823159,1.01210575494576,0.979848244823159,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,198896900
0.73,0,1.0121622522668373989301455347,1.01216225226684,0.979393890142911,1.01216225226684,0.979393890142911,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,201659400
0.74,0,1.0122354836848864418315324430,1.01223548368489,0.978956269559634,1.01223548368489,0.978956269559634,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,204421900
0.75,0,1.0123250365768795596864224585,1.01232503657688,0.978534970450302,1.01232503657688,0.978534970450302,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,207184300
0.76,0,1.0124302044695360571819112885,1.01243020446954,0.978129286341632,1.01243020446954,0.978129286341632,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,209946800
0.77,0,1.0125508627101570495788314633,1.01255086271016,0.977739092580928,1.01255086271016,0.977739092580928,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,212709200
0.78,0,1.0126863490127069398042393702,1.01268634901271,0.977363726882152,1.01268634901271,0.977363726882152,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,215471700
0.79,0,1.0128366057311333529767615253,1.01283660573113,0.977003131599253,1.01283660573113,0.977003131599253,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,218234100
0.80,0,1.0130008787497901554928572172,1.01300087874979,0.976656552616584,1.01300087874979,0.976656552616584,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,220996600
0.81,0,1.0131788990275653502965492489,1.01317889902757,0.976323720893034,1.01317889902757,0.976323720893034,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,223759100
0.82,0,1.0133706333691107248919977134,1.01337063336911,0.976004603233254,1.01337063336911,0.976004603233254,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,226521500
0.83,0,1.0135753502090281318835933581,1.01357535020903,0.975698468071845,1.01357535020903,0.975698468071845,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,229284000
0.84,0,1.0137929068629343984992759625,1.01379290686293,0.975405172724426,1.01379290686293,0.975405172724426,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,232046400
0.85,0,1.0140230426173202179956512662,1.01402304261732,0.975124456477486,1.01402304261732,0.975124456477486,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,234808900
0.86,0,1.0142651853165805448641108403,1.01426518531658,0.974855747175421,1.01426518531658,0.974855747175421,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,237571300
0.87,0,1.0145193956428266678812561826,1.01451939564283,0.974599105500342,1.01451939564283,0.974599105500342,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,240333800
0.88,0,1.0147851200892240828384149307,1.01478512008922,0.974353977945413,1.01478512008922,0.974353977945413,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,243096300
0.89,0,1.0150623563349831041590042906,1.01506235633498,0.974120362189847,1.01506235633498,0.974120362189847,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,245858700
0.90,0,1.0153504845289509603495715282,1.01535048452895,0.973897638382489,1.01535048452895,0.973897638382489,0,0,0,0,38.5112826071006,372.80510736828933533535623016,372.80510736828933533535623016,248621200
0.91,0,1.02225486782375,1.02225486782375,0.98052014232349,1.02225486782375,0.98052014232349,0,0,0,0,39.6747885879446,372.943354927471,371.864495581843,251383600
0.92,0,1.04296801770814,1.04296801770814,1.00038765414649,1.04296801770814,1.00038765414649,0,0,0,0,40.8382945687886,373.081602486652,370.923883795398,254146100
0.93,0,1.06573868443576,1.06573868443576,1.02136362170157,1.06573868443576,1.02136362170157,0,0,0,0,42.0018005496326,373.219850045834,369.983272008952,256908500
0.94,0,1.08021029306441,1.08021029306442,1.03351428907724,1.08021029306442,1.03351428907724,0,0,0,0,43.1653065304766,373.358097605015,369.042660222506,259671000
0.95,0,1.09468190169307,1.09468190169307,1.04566495645291,1.09468190169307,1.04566495645291,0,0,0,0,44.3288125113205,373.496345164196,368.10204843606,262433500
0.96,0,1.10915351032173,1.10915351032173,1.05781562382858,1.10915351032173,1.05781562382858,0,0,0,0,45.4923184921645,373.634592723378,367.161436649614,265195900
0.97,0,1.12362511895038,1.12362511895039,1.06996629120425,1.12362511895039,1.06996629120425,0,0,0,0,46.6558244730085,373.772840282559,366.220824863168,267958400
0.98,0,1.13809672757904,1.13809672757904,1.08211695857992,1.13809672757904,1.08211695857992,0,0,0,0,47.8193304538525,373.91108784174,365.280213076722,270720800
0.99,0,1.1525683362077,1.1525683362077,1.09426762595559,1.1525683362077,1.09426762595559,0,0,0,0,48.9828364346965,374.049335400922,364.339601290276,273483300
1.00,0,1.16703994483635,1.16703994483636,1.10641829333126,1.16703994483636,1.10641829333126,0,0,0,0,50.1463424155405,374.187582960103,363.39898950383,276245800
1.01,0,1.18151155346501,1.18151155346501,1.11856896070692,1.18151155346501,1.11856896070692,0,0,0,0,51.3098483963845,374.325830519284,362.458377717384,279008200
1.02,0,1.19598316209367,1.19598316209367,1.13071962808259,1.19598316209367,1.13071962808259,0,0,0,0,52.4733543772285,374.464078078466,361.517765930938,281770700
1.03,0,1.21045477072232,1.21045477072233,1.14287029545826,1.21045477072233,1.14287029545826,0,0,0,0,53.6368603580725,374.602325637647,360.577154144492,284533100
1.04,0,1.22492637935098,1.22492637935098,1.15502096283393,1.22492637935098,1.15502096283393,0,0,0,0,54.8003663389165,374.740573196829,359.636542358046,287295600
1.05,0,1.2393979879796364290623863963,1.23939798797964,1.1671716302096,1.23939798797964,1.1671716302096,0,0.000000,0.000000,0,55.963872319760451844874911708,374.87882075600998579756190778,358.69593057160046398131086121,290058000
1.06,0,1.2409596002381958407245882808,1.2409596002382,1.1690392215325,1.2409596002382,1.1690392215325,0,0.000000,0.000000,0,56.091864527441831844874911708,374.89205938760230740759582615,358.74451681894254930480721041,292820500
1.07,0,1.2425600532659571087200466814,1.24256005326596,1.17094565362461,1.24256005326596,1.17094565362461,0,0.000000,0.000000,0,56.210335234365591844874911709,374.90485510409400185628748569,358.78982263939920080554657695,295583000
1.08,0,1.2441979042010925122542233196,1.24419790420109,1.17288948362409,1.24419790420109,1.17288948362409,0,0.000000,0.000000,0,56.321313813963701844874911709,374.91740467027588239905115793,358.83263540740730752867835747,298345400
1.09,0,1.2458716190678288346569580512,1.24587161906783,1.17486917755517,1.24587161906783,1.17486917755517,0,0.000000,0.000000,0,56.426234084819361844874911708,374.92971001260355899013794366,358.87339014342492030379011918,301107900
1.10,0,1.2475797779419266625961965370,1.24757977794193,1.17688331549362,1.24757977794193,1.17688331549362,0,0.000000,0.000000,0,56.526078095203841844874911708,374.94185337948524805863596508,358.91245709815349343282368133,303870300
1.11,0,1.2493208522604248804511365931,1.24932085226042,1.17893036887646,1.24932085226042,1.17893036887646,0,0.000000,0.000000,0,56.545516313628101844874911708,374.9703258433801463352683966,358.94307109555262078541617258,306632800
1.12,0,1.2517537740906563400967073228,1.25175377409066,1.18166926977104,1.25175377409066,1.18166926977104,0,0.000000,0.000000,0,56.513639511266951844874911708,375.00877710623619570110867217,358.967930110632306389412758,309395200
1.13,0,1.2551451975928180997168517185,1.25514519759282,1.18536667233755,1.25514519759282,1.18536667233755,0,0.000000,0.000000,0,56.482826830448091844874911708,375.04611024381581302458406846,358.99209055968292404328918675,312157700
1.14,0,1.2591231953429715411367555188,1.25912319534297,1.18965064915204,1.25912319534297,1.18965064915204,0,0.000000,0.000000,0,56.452951852402431844874911709,375.08246147058855173924669574,359.01563796683126025971551449,314920200
1.15,0,1.2635844133298388742533791096,1.26358441332984,1.19441784620326,1.26358441332984,1.19441784620326,0,0.000000,0.000000,0,56.423910953885101844874911708,375.11795906573409939827337933,359.03865709547992560924344056,317682600
1.16,0,1.2675819501964513077904054859,1.26758195019645,1.19872136213422,1.26758195019645,1.19872136213422,0,0.000000,0.000000,0,56.395606258262681844874911709,375.15264117708200351807732591,359.06115469690950013926412923,320445100
1.17,0,1.2719431593625054657456017029,1.27194315936251,1.20338855036462,1.27194315936251,1.20338855036462,0,0.000000,0.000000,0,56.367987410823831844874911708,375.18665914269963519463587065,359.08325068171701776990119662,323207500
1.18,0,1.2766757292393139262009425493,1.27667572923931,1.20842709930577,1.27667572923931,1.20842709930577,0,0.000000,0.000000,0,56.340971992773101844874911708,375.22000534766095544800908557,359.1049155866450123937657955,325970000
1.19,0,1.2817611644167561309051432295,1.28176116441676,1.21381851354756,1.28176116441676,1.21381851354756,0,0.000000,0.000000,0,56.314514981471611844874911709,375.25284328955130235272555449,359.12628131438765461931363165,328732400
1.20,0,1.2871847929153515428673734706,1.28718479291535,1.21934923468907,1.28718479291535,1.21934923468907,0,0.000000,0.000000,0,56.288555034558731844874911708,375.2851485384489170417725672,359.14730938819975112694605809,331494900
1.21,0,1.2929350406754210293117491725,1.29293504067542,1.22509948244914,1.29293504067542,1.22509948244914,0,0.000000,0.000000,0,56.263062734666341844874911709,375.31699919368835171982537004,359.16806074590413797610106716,334257400
1.22,0,1.2990025332413398024206916091,1.29900253324134,1.23116697501506,1.29900253324134,1.23116697501506,0,0.000000,0.000000,0,56.238001723927601844874911709,375.34841660175406433907688153,359.18854426595990906565444421,337019800
1.23,0,1.3053790992879371501680392999,1.30537909928794,1.23754354106166,1.30537909928794,1.23754354106166,0,0.000000,0.000000,0,56.213333887317501844874911709,375.37940907570633285105400425,359.20875678055521968195350852,339782300
1.24,0,1.3120583149029902615883988397,1.31205831490299,1.24422275667671,1.31205831490299,1.24422275667671,0,0.000000,0.000000,0,56.189036465890301844874911708,375.41008998667771507982127568,359.22879203693883001995456309,342544700
1.25,0,1.3190343541527113025015759794,1.31903435415271,1.25119879592643,1.31903435415271,1.25119879592643,0,0.000000,0.000000,0,56.165078147748271844874911708,375.44037269792941242386502364,359.24856507641782954376595662,345307200
1.26,0,1.3263022557817709625235153461,1.32630225578177,1.25846669755549,1.32630225578177,1.25846669755549,0,0.000000,0.000000,0,56.141448137757081844874911709,375.47043263382202720589619857,359.26822766743176717624356808,348069600
1.27,0,1.3338578421391867354906555353,1.33385784213919,1.26602228391291,1.33385784213919,1.26602228391291,0,0.000000,0.000000,0,56.118107215801071844874911709,375.50010051369879278448052306,359.28761970431098759842390692,350832100
1.28,0,1.3416974545475000251986977728,1.3416974545475,1.27386189632122,1.3416974545475,1.27386189632122,0,0.000000,0.000000,0,56.095051828154861844874911708,375.52955048504581915695849194,359.30689384732255614388494513,353594600
1.29,0,1.3498178796629430170166512467,1.34981787966294,1.28198232143666,1.34981787966294,1.28198232143666,0,0.00000,0.00000,0,56.072263088046961844874911709,375.55875438455741237805362468,359.32602010464174105078101541,356357000
1.30,0,1.3582160483028579399756981540,1.35821604830286,1.29038049007658,1.35821604830286,1.29038049007658,0,0.000000,0.000000,0,56.049709837119441844874911709,375.58772041146171001594993273,359.34499693098095579886900753,359119500
1.31,0,1.3668898374151833789609697832,1.36688983741518,1.2990542791889,1.36688983741518,1.2990542791889,0,0.000000,0.000000,0,56.027399704795611844874911709,375.61646707249629289350368791,359.36384306910260743810994403,361881900
1.32,0,1.3758367168399726608825585598,1.37583671683997,1.30800115861369,1.37583671683997,1.30800115861369,0,0.000000,0.000000,0,56.005303044985591844874911709,375.64505281110291358740282334,359.38260160739436852729833128,364644400
1.33,0,1.3850550305602351217331656977,1.38505503056024,1.31721947233395,1.38505503056024,1.31721947233395,0,0.000000,0.000000,0,55.983421063421621844874911709,375.67342045288231899113241325,359.40122275376383451727206304,367406800
1.34,0,1.3945428315863688262758761284,1.39454283158637,1.32670727336009,1.39454283158637,1.32670727336009,0,0.000000,0.000000,0,55.961741770320221844874911708,375.70158868706885159600720737,359.41971968158381517888691462,370169300
1.35,0,1.4042988764061555188352127466,1.40429887640616,1.33646331817987,1.40429887640616,1.33646331817987,0,0.000000,0.000000,0,55.926610053283081844874911709,375.70970709412715327349586559,359.41663904690095530336004048,372931800
1.36,0,1.4143217302099220948936572790,1.41432173020992,1.34648617198364,1.41432173020992,1.34648617198364,0,0.000000,0.000000,0,55.883795612897531844874911709,375.70607552301203202782465044,359.40095957618536231383117961,375694200
1.37,0,1.4246103198451893136743157096,1.42461031984519,1.35677476161891,1.42461031984519,1.35677476161891,0,0.000000,0.000000,0,55.841339084963351844874911709,375.70256107541467906398728165,359.38546930603218445271576853,378456700
1.38,0,1.4351637312494002052808628851,1.4351637312494,1.36732817302312,1.4351637312494,1.36732817302312,0,0.000000,0.000000,0,55.799210958554141844874911709,375.69912657064871156891153037,359.37012727263293324296343215,381219100
1.39,0,1.4459811210769357774233365486,1.44598112107694,1.37814556285066,1.44598112107694,1.37814556285066,0,0.000000,0.000000,0,55.757407612890881844874911709,375.69578046269861237720260599,359.35494021964398034367398479,383981600
1.40,0,1.4570753368959027067116081094,1.4570753368959,1.38923977866962,1.4570753368959,1.38923977866962,0,0.000000,0.000000,0,55.715916336544261844874911709,375.69246801110622098351138163,359.33985660589645850389706888,386744000
1.41,0,1.4685170340716830017615896349,1.46851703407168,1.4006814758454,1.46851703407168,1.4006814758454,0,0.000000,0.000000,0,55.674725378884411844874911709,375.6892940889045141862015166,359.32496560224154188203607276,389506500
1.42,0,1.4802721114755627270768389802,1.48027211147556,1.41243655324928,1.48027211147556,1.41243655324928,0,0.000000,0.000000,0,55.633793836545671844874911708,375.68611557298633675935435538,359.31012956677549457019543589,392269000
1.43,0,1.4923276750540352046343557462,1.49232767505404,1.42449211682775,1.49232767505404,1.42449211682775,0,0.000000,0.000000,0,55.593157787239121844874911708,375.68310957624958931112784285,359.29551522762431721233761107,395031400
