Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.26,0,0.3602674400995532419172375427,0.360267440099553,0.33516185799551,0.360267440099553,0.33516185799551,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,18077250
0.27,0,0.3601812956847304410638403885,0.36018129568473,0.335075713580687,0.36018129568473,0.335075713580687,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,18772530
0.28,0,0.3600692023325816841729493229,0.360069202332582,0.334963620228539,0.360069202332582,0.334963620228539,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,19467800
0.29,0,0.3599358115442646889676128190,0.359935811544265,0.334830229440222,0.359935811544265,0.334830229440222,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,20163080
0.30,0,0.3597850170049051408606338216,0.359785017004905,0.334679434900862,0.359785017004905,0.334679434900862,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,20858360
0.31,0,0.3596200538499190323403668951,0.359620053849919,0.334514471745876,0.359620053849919,0.334514471745876,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,21553640
0.32,0,0.3594437225187224694275361879,0.359443722518722,0.334338140414679,0.359443722518722,0.334338140414679,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,22248920
0.33,0,0.3592583050539589867790868544,0.359258305053959,0.334152722949916,0.359258305053959,0.334152722949916,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,22944200
0.34,0,0.3590657291566823706224032723,0.359065729156682,0.333960147052639,0.359065729156682,0.333960147052639,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,23639480
0.35,0,0.3588676888764613007544256639,0.358867688876461,0.333762106772418,0.358867688876461,0.333762106772418,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,24334750
0.36,0,0.3586655505587094252619935892,0.358665550558709,0.333559968454666,0.358665550558709,0.333559968454666,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,25030030
0.37,0,0.3584605340297814545014464054,0.358460534029782,0.333354951925738,0.358460534029782,0.333354951925738,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,25725310
0.38,0,0.3582536551827655247548068607,0.358253655182766,0.333148073078722,0.358253655182766,0.333148073078722,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,26420590
0.39,0,0.3580457454355457290922163971,0.358045745435546,0.332940163331503,0.358045745435546,0.332940163331503,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,27115870
0.40,0,0.3578375691483037756755420548,0.357837569148304,0.332731987044261,0.357837569148304,0.332731987044261,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,27811150
0.41,0,0.3576297658373940778997108563,0.357629765837394,0.332524183733351,0.357629765837394,0.332524183733351,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,28506430
0.42,0,0.3574228522057471086286156948,0.357422852205747,0.332317270101704,0.357422852205747,0.332317270101704,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,29201700
0.43,0,0.3572172621455921996678133824,0.357217262145592,0.332111680041549,0.357217262145592,0.332111680041549,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,29896980
0.44,0,0.3570134355781107403439793851,0.357013435578111,0.331907853474068,0.357013435578111,0.331907853474068,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,30592260
0.45,0,0.3568116479040555178919456168,0.356811647904056,0.331706065800013,0.356811647904056,0.331706065800013,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,31287540
0.46,0,0.3566121896111797576845710519,0.35661218961118,0.331506607507137,0.35661218961118,0.331506607507137,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,31982820
0.47,0,0.3564153108956176660901933715,0.356415310895618,0.331309728791575,0.356415310895618,0.331309728791575,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,32678100
0.48,0,0.3562211841196956163670789489,0.356221184119696,0.331115602015653,0.356221184119696,0.331115602015653,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,33373380
0.49,0,0.3560300071508210750764615225,0.356030007150821,0.330924425046778,0.356030007150821,0.330924425046778,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,34068660
0.50,0,0.3558418607556803427909255527,0.35584186075568,0.330736278651637,0.35584186075568,0.330736278651637,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,34763940
0.51,0,0.3556568878993879417662222391,0.355656887899388,0.330551305795345,0.355656887899388,0.330551305795345,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,35459210
0.52,0,0.3554751831031126746114052151,0.355475183103113,0.33036960099907,0.355475183103113,0.33036960099907,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,36154490
0.53,0,0.3552967876725397932067734361,0.35529678767254,0.330191205568497,0.35529678767254,0.330191205568497,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,36849770
0.54,0,0.3551217900719773070796907391,0.355121790071977,0.330016207967934,0.355121790071977,0.330016207967934,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,37545050
0.55,0,0.3549502069995436537354360646,0.354950206999544,0.329844624895501,0.354950206999544,0.329844624895501,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,38240330
0.56,0,0.3547820350138450241703898710,0.354782035013845,0.329676452909802,0.354782035013845,0.329676452909802,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,38935610
0.57,0,0.3546173596261353898733593335,0.354617359626135,0.329511777522092,0.354617359626135,0.329511777522092,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,39630880
0.58,0,0.3544561423632864785248362384,0.354456142363287,0.329350560259244,0.354456142363287,0.329350560259244,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,40326160
0.59,0,0.3542983885928599095935478786,0.35429838859286,0.328681954487491,0.35429838859286,0.328681954487491,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,41021440
0.60,0,0.3541440927792121556411545867,0.354144092779212,0.328016806672518,0.354144092779212,0.328016806672518,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,41716720
0.61,0,0.3544088776354586392541269028,0.354408877635459,0.327770739527439,0.354408877635459,0.327770739527439,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,42412000
0.62,0,0.3546615807586177261564344638,0.354661580758618,0.327512590649272,0.354661580758618,0.327512590649272,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,43107280
0.63,0,0.3549171008951693795073001053,0.354917100895169,0.327257258784498,0.354917100895169,0.327257258784498,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,43802560
0.64,0,0.3551753658400103755073193303,0.35517536584001,0.327004671728014,0.35517536584001,0.327004671728014,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,44497840
0.65,0,0.3554363332059737873426432236,0.355436333205974,0.326754787092652,0.355436333205974,0.326754787092652,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,45193110
0.66,0,0.3556999700481657430445839902,0.355699970048166,0.326507571933518,0.355699970048166,0.326507571933518,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,45888400
0.67,0,0.3559662570057079987522104599,0.355966257005708,0.326263006889735,0.355966257005708,0.326263006889735,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,46583680
0.68,0,0.3562350991409500347733586614,0.35623509914095,0.326020997023651,0.35623509914095,0.326020997023651,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,47278950
0.69,0,0.3565064885052220122799139383,0.356506488505222,0.325781534386598,0.356506488505222,0.325781534386598,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,47974230
0.70,0,0.3567803468098728888229687533,0.356780346809873,0.325544540689923,0.356780346809873,0.325544540689923,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,48669510
0.71,0,0.3570566856141157159908933904,0.357056685614116,0.32531002749284,0.357056685614116,0.32531002749284,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,49364790
0.72,0,0.3573353988627664330973773698,0.357335398862766,0.325077888740165,0.357335398862766,0.325077888740165,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,50060070
0.73,0,0.3576164559891641011784333591,0.357616455989164,0.324848093865237,0.357616455989164,0.324848093865237,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,50755350
0.74,0,0.3578998523110778097525469812,0.357899852311078,0.324620638185825,0.357899852311078,0.324620638185825,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,51450620
0.75,0,0.3581854895495368959322477402,0.358185489549537,0.324395423422959,0.358185489549537,0.324395423422959,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,52145900
0.76,0,0.3584733544997767541019429661,0.358473354499777,0.324172436371873,0.358473354499777,0.324172436371873,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,52841180
0.77,0,0.3587633994728613945313643284,0.358763399472861,0.323951629343632,0.358763399472861,0.323951629343632,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,53536460
0.78,0,0.3590555631387367125111371527,0.359055563138737,0.323732941008182,0.359055563138737,0.323732941008182,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,54231740
0.79,0,0.3593498406540643196379898266,0.359349840654064,0.323516366522184,0.359349840654064,0.323516366522184,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,54927020
0.80,0,0.3596461428200689967922064157,0.359646142820069,0.323301816686863,0.359646142820069,0.323301816686863,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,55622300
0.81,0,0.3599444717252852013977120297,0.359944471725285,0.323089293590754,0.359944471725285,0.323089293590754,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,56317580
0.82,0,0.3602447829568169728589447394,0.360244782956817,0.32287875282096,0.360244782956817,0.32287875282096,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,57012850
0.83,0,0.3605470260220851987755453564,0.360547026022085,0.322670143884902,0.360547026022085,0.322670143884902,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,57708130
0.84,0,0.3608511449389380006707509274,0.360851144938938,0.32246341080043,0.360851144938938,0.32246341080043,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,58403410
0.85,0,0.3611571361688528075439884421,0.361157136168853,0.322258550029019,0.361157136168853,0.322258550029019,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,59098690
0.86,0,0.3614649460714921405384688603,0.361464946071492,0.322055507930333,0.361464946071492,0.322055507930333,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,59793970
0.87,0,0.3617745235279528763403656913,0.361774523527953,0.321854233385468,0.361774523527953,0.321854233385468,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,60489250
0.88,0,0.3620858753600836109148711203,0.362085875360084,0.321654733216273,0.362085875360084,0.321654733216273,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,61184520
0.89,0,0.3623989143730043685659462638,0.362398914373004,0.321456920227868,0.362398914373004,0.321456920227868,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,61879800
0.90,0,0.3627136519175976907314895460,0.362713651917598,0.321260805771136,0.362713651917598,0.321260805771136,0,0,0,0,13.7722747611819,93.93095261534440144268091226,93.93095261534440144268091226,62575080
0.91,0,0.365180104750637,0.365180104750638,0.32344537925038,0.365180104750638,0.32344537925038,0,0,0,0,14.0926202987173,94.1494030099498,93.9882861873049,63270360
0.92,0,0.372579463249756,0.372579463249757,0.329999099688111,0.372579463249757,0.329999099688111,0,0,0,0,14.4129658362527,94.3678534045553,94.0456197592654,63965640
0.93,0,0.386270974147718,0.386270974147718,0.341895911413536,0.386270974147718,0.341895911413536,0,0,0,0,14.7333113737881,94.5863037991607,94.102953331226,64660920
0.94,0,0.402554958194961,0.40255495819496,0.355858954207791,0.40255495819496,0.355858954207791,0,0,0,0,15.0536569113236,94.8047541937661,94.1602869031865,65356200
0.95,0,0.418838942242204,0.418838942242204,0.369821997002046,0.418838942242204,0.369821997002046,0,0,0,0,15.374002448859,95.0232045883716,94.217620475147,66051480
0.96,0,0.435122926289447,0.435122926289447,0.383785039796301,0.435122926289447,0.383785039796301,0,0,0,0,15.6943479863944,95.241654982977,94.2749540471075,66746750
0.97,0,0.45140691033669,0.45140691033669,0.397748082590556,0.45140691033669,0.397748082590556,0,0,0,0,16.0146935239298,95.4601053775824,94.332287619068,67442030
0.98,0,0.467690894383933,0.467690894383933,0.411711125384811,0.467690894383933,0.411711125384811,0,0,0,0,16.3350390614652,95.6785557721879,94.3896211910286,68137310
0.99,0,0.483974878431176,0.483974878431176,0.425674168179066,0.483974878431176,0.425674168179066,0,0,0,0,16.6553845990006,95.8970061667933,94.4469547629891,68832590
1.00,0,0.50025886247842,0.500258862478419,0.439637210973321,0.500258862478419,0.439637210973321,0,0,0,0,16.975730136536,96.1154565613988,94.5042883349496,69527870
1.01,0,0.516542846525663,0.516542846525662,0.453600253767576,0.516542846525662,0.453600253767576,0,0,0,0,17.2960756740714,96.3339069560042,94.5616219069101,70223150
1.02,0,0.532826830572906,0.532826830572906,0.467563296561831,0.532826830572906,0.467563296561831,0,0,0,0,17.6164212116069,96.5523573506096,94.6189554788706,70918420
1.03,0,0.549110814620149,0.549110814620149,0.481526339356086,0.549110814620149,0.481526339356086,0,0,0,0,17.9367667491423,96.7708077452151,94.6762890508312,71613700
1.04,0,0.565394798667392,0.565394798667392,0.495489382150341,0.565394798667392,0.495489382150341,0,0,0,0,18.2571122866777,96.9892581398205,94.7336226227917,72308980
1.05,0,0.5816787827146353407450801138,0.581678782714635,0.509452424944596,0.581678782714635,0.509452424944596,0,0.000000,0.000000,0,18.577457824213100047000127547,97.20770853442595050760646068,94.79095619475222652609702704,73004260
1.06,0,0.5829065395340698569185330940,0.58290653953407,0.510986160828376,0.58290653953407,0.510986160828376,0,0.000000,0.000000,0,18.709886554702600047000127546,97.27854680319617592746125158,94.87375220162255981530372144,73699540
1.07,0,0.5841512728290578541343061289,0.584151272829058,0.51253687318771,0.584151272829058,0.51253687318771,0,0.000000,0.000000,0,18.832439977028550047000127547,97.34386058330061975220231976,94.94999966804944357159255952,74394820
1.08,0,0.5854123697124253787879638532,0.585412369712425,0.514103949135424,0.585412369712425,0.514103949135424,0,0.000000,0.000000,0,18.947256598178420047000127546,97.40490169599714364585311218,95.02116661577105540546168434,75090100
1.09,0,0.5866892150063734834219064012,0.586689215006374,0.515686773493717,0.586689215006374,0.515686773493717,0,0.000000,0.000000,0,19.055780597988550047000127547,97.46250611638440656500977167,95.08823625554221270434869709,75785380
1.10,0,0.5879811819022343876486053805,0.587981181902234,0.517284719453924,0.587981181902234,0.517284719453924,0,0.000000,0.000000,0,19.159067624632050047000127547,97.5172018790640241858867827,95.15185003489950233320095972,76480660
1.11,0,0.5892986369724485045636809537,0.589298636972448,0.518908153588484,0.589298636972448,0.518908153588484,0,0.000000,0.000000,0,19.257926608113310047000127547,97.56943888743371087578828943,95.21254117677471181377390179,77175940
1.12,0,0.5910606164526745312843495907,0.591060616452674,0.520976112133056,0.591060616452674,0.520976112133056,0,0.000000,0.000000,0,19.352980012607880047000127546,97.6196035277871572229041238,95.27075738205997136101449316,77871220
1.13,0,0.5931498663367756200794697971,0.593149866336776,0.523371341081503,0.593149866336776,0.523371341081503,0,0.000000,0.000000,0,19.359413101432940047000127547,97.61977995059674137922868579,95.27170193001412540168243545,78566500
1.14,0,0.5954734982949202240804825103,0.59547349829492,0.526000952103993,0.59547349829492,0.526000952103993,0,0.000000,0.000000,0,19.297009189580590047000127547,97.58090370859704627851128426,95.22797162862486356368807987,79261770
1.15,0,0.5979958472606123768645010185,0.597995847260612,0.528829280134031,0.597995847260612,0.528829280134031,0,0.000000,0.000000,0,19.236384063658560047000127547,97.54292319721411371103931322,95.18526027425852195632652878,79957050
1.16,0,0.5998048651923332175283956476,0.599804865192333,0.530944277130098,0.599804865192333,0.530944277130098,0,0.000000,0.000000,0,19.177339030102440047000127546,97.5056720895397341414373609,95.14339134276053627715661073,80652330
1.17,0,0.6017496922264833474861903646,0.601749692226483,0.533195083228593,0.601749692226483,0.533195083228593,0,0.000000,0.000000,0,19.119710716825520047000127546,97.46910121546105517309157739,95.10230112927081401312004875,81347610
1.18,0,0.6038532555098468950069756099,0.603853255509847,0.535604625576303,0.603853255509847,0.535604625576303,0,0.000000,0.000000,0,19.063380560506990047000127548,97.43310602605501769203171662,95.06187969499359131968485524,82042880
1.19,0,0.6061082494226049522898051188,0.606108249422605,0.538165598553407,0.606108249422605,0.538165598553407,0,0.000000,0.000000,0,19.008224261458250047000127546,97.39775944617790260008251927,95.0221809483845360214102352,82738170
1.20,0,0.6085087596626945193561701028,0.608508759662695,0.540673201436414,0.608508759662695,0.540673201436414,0,0.000000,0.000000,0,18.954149127085050047000127547,97.36280512946176072023356608,94.98295674950061790837012531,83433450
1.21,0,0.6110500568006246677827671696,0.611050056800625,0.543214498574344,0.611050056800625,0.543214498574344,0,0.00000,0.00000,0,18.901060264831240047000127546,97.32825168408491357178285397,94.94420455720316727562342221,84128730
1.22,0,0.6137283725136075415196184354,0.613728372513608,0.545892814287327,0.613728372513608,0.545892814287327,0,0.000000,0.000000,0,18.848886829186990047000127548,97.29421281361977848754070791,94.90602215674620310014410385,84824000
1.23,0,0.6165402266850580096418061707,0.616540226685058,0.548704668458777,0.616540226685058,0.548704668458777,0,0.000000,0.000000,0,18.797558124769890047000127546,97.26045457820984465893909792,94.86818459822867533521894139,85519280
1.24,0,0.6194830600107267328280672370,0.619483060010727,0.551647501784446,0.619483060010727,0.551647501784446,0,0.000000,0.000000,0,18.747009766842570047000127547,97.22700965545905541698599693,94.83071503818963156719609862,86214560
1.25,0,0.6225543824125620227812603450,0.622554382412562,0.554718824186281,0.622554382412562,0.554718824186281,0,0.000000,0.000000,0,18.697199800176370047000127547,97.19392834352726819592278697,94.79365567839456636845362955,86909840
1.26,0,0.6257520365302423325650411600,0.625752036530242,0.557916478303962,0.625752036530242,0.557916478303962,0,0.000000,0.000000,0,18.648057717040850047000127547,97.16106629192044220656717349,94.75686444921926540545224997,87605110
1.27,0,0.6290743101418963304540850453,0.629074310141896,0.561238751915616,0.629074310141896,0.561238751915616,0,0.000000,0.000000,0,18.599566595914980047000127546,97.12849091555676625965797579,94.7204024570636550380390832,88300390
1.28,0,0.6325196323325896965483170231,0.63251963233259,0.564684074106309,0.63251963233259,0.564684074106309,0,0.000000,0.000000,0,18.551665131353010047000127547,97.09615587315114647953427584,94.6842195296035426465317511,88995670
1.29,0,0.6360866076217425827775192789,0.636086607621743,0.568251049395462,0.636086607621743,0.568251049395462,0,0.000000,0.000000,0,18.504336645498610047000127546,97.0639541034809241087065665,94.64821496387477597947875578,89690950
1.30,0,0.6397738055107905627010556140,0.639773805510791,0.57193824728451,0.639773805510791,0.57193824728451,0,0.000000,0.000000,0,18.457526218502420047000127546,97.03201768744401975234241065,94.61250461263040917657347638,90386220
1.31,0,0.6435804271330813461811061844,0.643580427133081,0.5757448689068,0.643580427133081,0.5757448689068,0,0.000000,0.000000,0,18.411223644654750047000127547,97.00024750692431311634610955,94.57699587330052906855971357,91081500
1.32,0,0.6475052028152661783527649444,0.647505202815266,0.579669644588985,0.647505202815266,0.579669644588985,0,0.000000,0.000000,0,18.365396457474400047000127547,96.96861490066161448072462703,94.54165849393225060972931321,91776790
1.33,0,0.6515474773805531029272906190,0.651547477380553,0.583711919154272,0.651547477380553,0.583711919154272,0,0.000000,0.000000,0,18.320007020892380047000127547,96.9371791913513935682958785,94.5065429428342941764333585,92472070
1.34,0,0.6557062736022972932450753088,0.655706273602297,0.587870715376016,0.655706273602297,0.587870715376016,0,0.000000,0.000000,0,18.275042500630780047000127547,96.90583767273969654756259631,94.471552895997365682199537,93167350
1.35,0,0.6599811167430774530102489308,0.659981116743078,0.592145558516797,0.659981116743078,0.592145558516797,0,0.000000,0.000000,0,18.230485919360310047000127547,96.87457664914546404775101315,94.43667389572279631199591653,93862620
1.36,0,0.6643712117825122140194065802,0.664371211782512,0.596535653556231,0.664371211782512,0.596535653556231,0,0.000000,0.000000,0,18.186305111193950047000127547,96.84345761647663850719482268,94.40195898992676117364573987,94557900
1.37,0,0.6688761032461198724482703395,0.66887610324612,0.601040545019839,0.66887610324612,0.601040545019839,0,0.000000,0.000000,0,18.142494808655350047000127546,96.81247150885704371824583574,94.36739946720250268672637532,95253180
1.38,0,0.6734953276165830182216262790,0.673495327616583,0.605659769390302,0.673495327616583,0.605659769390302,0,0.000000,0.000000,0,18.099022612784370047000127547,96.78159623638022455097583676,94.33297089644659316416256034,95948460
1.39,0,0.6782284808518314823090391451,0.678228480851832,0.610392922625551,0.678228480851832,0.610392922625551,0,0.000000,0.000000,0,18.055883012801410047000127547,96.75073341400288621062263111,94.29858189806636885248310008,96643740
1.40,0,0.6830751037542512853639173526,0.683075103754251,0.61523954552797,0.683075103754251,0.61523954552797,0,0.00000,0.00000,0,18.013065405105030047000127547,96.71996362467054039639993807,94.26430591687246125442393964,97339020
1.41,0,0.6880348779318257200080491441,0.688034877931826,0.620199319705545,0.688034877931826,0.620199319705545,0,0.000000,0.000000,0,17.970545111625030047000127547,96.68926533836563821594827709,94.23012000617238716684606529,98034300
1.42,0,0.6931075622562997344357997402,0.6931075622563,0.625272004030019,0.6931075622563,0.625272004030019,0,0.000000,0.000000,0,17.928309302256350047000127546,96.65862826844837720963651758,94.19601320277017070536345424,98729580
1.43,0,0.6982930323527242478914257583,0.698293032352724,0.630457474126444,0.698293032352724,0.630457474126444,0,0.000000,0.000000,0,17.886356156871540047000127547,96.6280470278967088327461178,94.16198057051236813066738755,99424850
